area	amb	esta	pont	a_amb	a_esta	amb_esta	a_amb_esta	a_amb_esta_p	Azteca_cf._fasciata	Dolichoderus_cf._diversus	Ectatomma_edentatum	Brachymyrmex_sp.1	Camponotus_crassus	Camponotus_sp.3	Camponotus_sp.4	Acromyrmex_sp.1	Cephalotes_depressus	Pheidole_cf._radoszkowskii	Pheidole_vallifica	Pheidole_cf._gibbata	Pheidole_cf._fowleri	Pheidole_cf._obscurithorax	Pheidole_susannae	Pheidole_sp.1	Pheidole_sp.7	Pheidole_sp.8	Solenopsis_sp.1	Solenopsis_sp.2	Solenopsis_sp.3	Odontomachus_opaciventris	Pseudomyrmex_tenuis	Pseudomyrmex_cf._elongatus	Pseudomyrmex_gracilis	Pseudomyrmex_psw_005
A6	solo	chuva	p18	A6_solo	A6_chuva	solo_chuva	A6_solo_chuva	A6_solo_chuva_p18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
A6	solo	chuva	p19	A6_solo	A6_chuva	solo_chuva	A6_solo_chuva	A6_solo_chuva_p19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
A6	veget	chuva	p01	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p01	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6	veget	chuva	p03	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p03	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6	veget	chuva	p04	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p04	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6	veget	chuva	p05	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p05	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6	veget	chuva	p06	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p06	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A6	veget	chuva	p07	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p07	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6	veget	chuva	p08	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p08	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6	veget	chuva	p09	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p09	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6	veget	chuva	p10	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A6	veget	chuva	p11	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6	veget	chuva	p12	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p12	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6	veget	chuva	p13	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p13	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6	veget	chuva	p14	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6	veget	chuva	p15	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p15	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A6	veget	chuva	p16	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
A6	veget	chuva	p17	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6	veget	chuva	p18	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6	veget	chuva	p19	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6	veget	chuva	p20	A6_veget	A6_chuva	veget_chuva	A6_veget_chuva	A6_veget_chuva_p20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	seca	p01	A7_solo	A7_seca	solo_seca	A7_solo_seca	A7_solo_seca_p01	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A7	solo	seca	p02	A7_solo	A7_seca	solo_seca	A7_solo_seca	A7_solo_seca_p02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A7	solo	seca	p03	A7_solo	A7_seca	solo_seca	A7_solo_seca	A7_solo_seca_p03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A7	solo	seca	p04	A7_solo	A7_seca	solo_seca	A7_solo_seca	A7_solo_seca_p04	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	seca	p05	A7_solo	A7_seca	solo_seca	A7_solo_seca	A7_solo_seca_p05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A7	solo	seca	p09	A7_solo	A7_seca	solo_seca	A7_solo_seca	A7_solo_seca_p09	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	seca	p10	A7_solo	A7_seca	solo_seca	A7_solo_seca	A7_solo_seca_p10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	seca	p11	A7_solo	A7_seca	solo_seca	A7_solo_seca	A7_solo_seca_p11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	seca	p12	A7_solo	A7_seca	solo_seca	A7_solo_seca	A7_solo_seca_p12	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	seca	p13	A7_solo	A7_seca	solo_seca	A7_solo_seca	A7_solo_seca_p13	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	seca	p14	A7_solo	A7_seca	solo_seca	A7_solo_seca	A7_solo_seca_p14	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A7	solo	seca	p15	A7_solo	A7_seca	solo_seca	A7_solo_seca	A7_solo_seca_p15	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	seca	p16	A7_solo	A7_seca	solo_seca	A7_solo_seca	A7_solo_seca_p16	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	seca	p17	A7_solo	A7_seca	solo_seca	A7_solo_seca	A7_solo_seca_p17	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	seca	p18	A7_solo	A7_seca	solo_seca	A7_solo_seca	A7_solo_seca_p18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A7	solo	seca	p20	A7_solo	A7_seca	solo_seca	A7_solo_seca	A7_solo_seca_p20	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	seca	p05	A7_veget	A7_seca	veget_seca	A7_veget_seca	A7_veget_seca_p05	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	seca	p09	A7_veget	A7_seca	veget_seca	A7_veget_seca	A7_veget_seca_p09	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	seca	p10	A7_veget	A7_seca	veget_seca	A7_veget_seca	A7_veget_seca_p10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	seca	p11	A7_veget	A7_seca	veget_seca	A7_veget_seca	A7_veget_seca_p11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	seca	p13	A7_veget	A7_seca	veget_seca	A7_veget_seca	A7_veget_seca_p13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	seca	p14	A7_veget	A7_seca	veget_seca	A7_veget_seca	A7_veget_seca_p14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	seca	p15	A7_veget	A7_seca	veget_seca	A7_veget_seca	A7_veget_seca_p15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	seca	p17	A7_veget	A7_seca	veget_seca	A7_veget_seca	A7_veget_seca_p17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	seca	p18	A7_veget	A7_seca	veget_seca	A7_veget_seca	A7_veget_seca_p18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	seca	p19	A7_veget	A7_seca	veget_seca	A7_veget_seca	A7_veget_seca_p19	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	seca	p20	A7_veget	A7_seca	veget_seca	A7_veget_seca	A7_veget_seca_p20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	chuva	p01	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p01	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
A7	solo	chuva	p02	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p02	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	chuva	p03	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p03	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A7	solo	chuva	p04	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p04	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	chuva	p05	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p05	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	chuva	p06	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p06	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
A7	solo	chuva	p07	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p07	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	chuva	p08	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p08	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	chuva	p09	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p09	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
A7	solo	chuva	p10	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p10	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	chuva	p11	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p11	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	chuva	p12	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p12	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	chuva	p13	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p13	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	chuva	p14	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	chuva	p15	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p15	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	chuva	p16	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p16	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A7	solo	chuva	p17	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p17	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	chuva	p18	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p18	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	chuva	p19	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	solo	chuva	p20	A7_solo	A7_chuva	solo_chuva	A7_solo_chuva	A7_solo_chuva_p20	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	chuva	p01	A7_veget	A7_chuva	veget_chuva	A7_veget_chuva	A7_veget_chuva_p01	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	chuva	p02	A7_veget	A7_chuva	veget_chuva	A7_veget_chuva	A7_veget_chuva_p02	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A7	veget	chuva	p04	A7_veget	A7_chuva	veget_chuva	A7_veget_chuva	A7_veget_chuva_p04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A7	veget	chuva	p05	A7_veget	A7_chuva	veget_chuva	A7_veget_chuva	A7_veget_chuva_p05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A7	veget	chuva	p06	A7_veget	A7_chuva	veget_chuva	A7_veget_chuva	A7_veget_chuva_p06	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A7	veget	chuva	p07	A7_veget	A7_chuva	veget_chuva	A7_veget_chuva	A7_veget_chuva_p07	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	chuva	p08	A7_veget	A7_chuva	veget_chuva	A7_veget_chuva	A7_veget_chuva_p08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A7	veget	chuva	p09	A7_veget	A7_chuva	veget_chuva	A7_veget_chuva	A7_veget_chuva_p09	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	chuva	p10	A7_veget	A7_chuva	veget_chuva	A7_veget_chuva	A7_veget_chuva_p10	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	chuva	p12	A7_veget	A7_chuva	veget_chuva	A7_veget_chuva	A7_veget_chuva_p12	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	chuva	p13	A7_veget	A7_chuva	veget_chuva	A7_veget_chuva	A7_veget_chuva_p13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A7	veget	chuva	p14	A7_veget	A7_chuva	veget_chuva	A7_veget_chuva	A7_veget_chuva_p14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	chuva	p15	A7_veget	A7_chuva	veget_chuva	A7_veget_chuva	A7_veget_chuva_p15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	chuva	p16	A7_veget	A7_chuva	veget_chuva	A7_veget_chuva	A7_veget_chuva_p16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A7	veget	chuva	p17	A7_veget	A7_chuva	veget_chuva	A7_veget_chuva	A7_veget_chuva_p17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	chuva	p18	A7_veget	A7_chuva	veget_chuva	A7_veget_chuva	A7_veget_chuva_p18	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7	veget	chuva	p19	A7_veget	A7_chuva	veget_chuva	A7_veget_chuva	A7_veget_chuva_p19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
A7	veget	chuva	p20	A7_veget	A7_chuva	veget_chuva	A7_veget_chuva	A7_veget_chuva_p20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
